	0
564	12724.0
565	1531.0
566	112.0
567	115.0
568	425.0
569	49.0
570	286.0
571	930.0
572	686.0
573	3838.0
574	284.0
575	92.0
576	235.0
577	5189.0
578	67.0
579	714.0
580	382.0
581	47.0
582	775.0
583	475.0
584	278.0
585	742.0
586	149.0
587	283.0
588	268.0
589	188.0
590	228.0
591	1400.0
592	3022.0
593	1096.0
594	219.0
595	852.0
596	395.0
597	515.0
598	153.0
599	63.0
600	69.0
601	734.0
602	164.0
603	132.0
604	931.0
605	326.0
606	258.0
607	187.0
608	252.0
609	276.0
610	71.0
611	87.0
612	137.0
613	289.0
614	1833.0
615	440.0
616	302.0
617	342.0
618	430.0
619	717.0
620	63.0
621	917.0
622	72.0
623	862.0
624	365.0
625	143.0
626	648.0
627	141.0
628	401.0
629	918.0
630	85.0
631	2731.0
632	407.0
633	1675.0
634	400.0
635	1393.0
636	65.0
637	1236.0
638	668.0
639	29.0
640	416.0
641	81.0
642	868.0
643	19909.0
644	169.0
645	81.0
646	10039.0
647	14625.0
648	105.0
649	1040.0
650	144.0
651	187.0
652	181.0
653	291.0
654	416.0
655	253.0
656	482.0
657	1472.0
658	95.0
659	410.0
660	76.0
661	151.0
662	1194.0
663	215.0
664	1785.0
665	216.0
666	221.0
667	347.0
668	22163.0
669	159.0
670	69.0
671	45.0
672	348.0
673	414.0
674	421.0
675	212.0
676	236.0
677	237.0
678	840.0
679	255.0
680	166.0
681	432.0
682	379.0
683	565.0
684	113.0
685	283.0
686	1787.0
687	24.0
688	5148.0
689	747.0
690	303.0
691	454.0
692	126.0
693	610.0
694	932.0
695	191.0
696	119.0
697	743.0
698	89.0
699	3046.0
700	145.0
701	325.0
702	58.0
703	274.0
704	1468.0
705	3508.0
706	1334.0
707	204.0
708	6431.0
709	3989.0
710	176.0
711	168.0
712	187.0
713	334.0
714	175.0
715	6.0
716	175.0
717	285.0
718	47.0
719	224.0
720	1229.0
721	100.0
722	118.0
723	436.0
724	251.0
725	183.0
726	19277.0
727	281.0
728	590.0
729	198.0
730	1125.0
731	381.0
732	744.0
733	712.0
734	135.0
735	70.0
736	179.0
737	194.0
738	19468.0
739	163.0
740	384.0
741	117.0
742	818.0
743	412.0
744	98.0
745	1347.0
746	115.0
747	298.0
748	444.0
749	89.0
750	760.0
751	1046.0
752	153.0
753	147.0
754	358.0
755	1493.0
756	87.0
757	909.0
758	203.0
759	232.0
760	477.0
761	424.0
762	695.0
763	709.0
764	1124.0
765	80.0
766	144.0
767	253.0
768	1398.0
769	221.0
770	97.0
771	598.0
772	1471.0
773	694.0
774	95.0
775	233.0
776	90.0
777	1211.0
778	4918.0
779	111.0
780	256.0
781	527.0
782	12576.0
783	116.0
784	272.0
785	283.0
786	158.0
787	100.0
788	155.0
789	1871.0
790	977.0
791	110.0
792	15067.0
793	10084.0
794	1376.0
795	518.0
796	163.0
797	105.0
798	128.0
799	42.0
800	70.0
801	220.0
802	54.0
803	7627.0
804	5359.0
805	110.0
806	841.0
807	856.0
808	407.0
809	1675.0
810	849.0
811	304.0
812	196.0
813	615.0
814	105.0
815	345.0
816	228.0
817	264.0
818	1194.0
819	23762.0
820	505.0
821	879.0
822	1502.0
823	257.0
824	145.0
825	1126.0
826	95.0
827	291.0
828	86.0
829	791.0
830	261.0
831	687.0
832	3372.0
833	121.0
834	1087.0
835	68.0
836	55.0
837	284.0
838	429.0
839	272.0
840	75.0
841	61.0
842	213.0
843	481.0
844	128.0
845	974.0
846	157.0
847	19274.0
848	1116.0
849	3587.0
850	590.0
851	329.0
852	124.0
853	45.0
854	96.0
855	301.0
856	136.0
857	144.0
858	888.0
859	36.0
860	64.0
861	339.0
862	236.0
863	20.0
864	513.0
865	445.0
866	256.0
867	132.0
868	1776.0
869	194.0
870	337.0
871	1277.0
872	331.0
873	97.0
874	1615.0
875	19331.0
876	115.0
877	306.0
878	156.0
879	1608.0
880	124.0
881	78.0
882	380.0
883	1859.0
884	73.0
885	4605.0
886	145.0
887	464.0
888	1500.0
889	15327.0
890	645.0
891	134.0
892	1703.0
893	1273.0
894	238.0
895	135.0
896	211.0
897	214.0
898	19502.0
899	126.0
900	793.0
901	594.0
902	853.0
903	212.0
904	100.0
905	286.0
906	2117.0
907	122.0
908	1097.0
909	1993.0
910	1129.0
911	74.0
912	2298.0
913	5832.0
914	627.0
915	3596.0
916	125.0
917	94.0
918	84.0
919	79.0
920	15663.0
921	762.0
922	364.0
923	443.0
924	2134.0
925	161.0
926	2887.0
927	232.0
928	1635.0
929	330.0
930	122.0
931	24.0
932	188.0
933	731.0
934	85.0
935	19183.0
936	6616.0
937	1824.0
938	343.0
939	347.0
940	255.0
941	188.0
942	94.0
943	367.0
944	448.0
945	2854.0
946	459.0
947	518.0
948	109.0
949	789.0
950	168.0
951	135.0
952	397.0
953	107.0
954	486.0
955	11796.0
956	1059.0
957	605.0
958	426.0
959	4572.0
960	139.0
961	500.0
962	3863.0
963	58.0
964	14932.0
965	413.0
966	1135.0
967	52.0
968	497.0
969	74.0
970	484.0
971	494.0
972	318.0
973	641.0
974	119.0
975	326.0
976	79.0
977	100.0
978	150.0
979	153.0
980	994.0
981	231.0
982	51.0
983	210.0
984	2064.0
985	2655.0
986	93.0
987	579.0
988	70.0
989	99.0
990	309.0
991	460.0
992	151.0
993	595.0
994	2171.0
995	107.0
996	22389.0
997	1416.0
998	101.0
999	1360.0
1000	5595.0
1001	133.0
1002	213.0
1003	62.0
1004	129.0
1005	372.0
1006	805.0
1007	156.0
1008	639.0
1009	147.0
1010	1753.0
1011	188.0
1012	80.0
1013	773.0
1014	188.0
1015	1745.0
1016	83.0
1017	473.0
1018	390.0
1019	289.0
1020	114.0
1021	22743.0
1022	286.0
1023	342.0
1024	219.0
1025	128.0
1026	1054.0
1027	304.0
1028	16527.0
1029	637.0
1030	214.0
1031	95.0
1032	86.0
1033	1359.0
1034	771.0
1035	336.0
1036	219.0
1037	4323.0
1038	11683.0
1039	3016.0
1040	219.0
1041	323.0
1042	8429.0
1043	774.0
1044	960.0
1045	378.0
1046	439.0
1047	132.0
1048	197.0
1049	130.0
1050	505.0
1051	156.0
1052	124.0
1053	180.0
1054	566.0
1055	79.0
1056	472.0
1057	521.0
1058	394.0
1059	8679.0
1060	109.0
1061	128.0
1062	485.0
1063	111.0
1064	197.0
1065	419.0
1066	927.0
1067	963.0
1068	487.0
1069	1066.0
1070	64.0
1071	420.0
1072	158.0
1073	231.0
1074	2758.0
1075	198.0
1076	744.0
1077	480.0
1078	349.0
1079	397.0
1080	244.0
1081	219.0
1082	214.0
1083	782.0
1084	218.0
1085	162.0
1086	116.0
1087	1101.0
1088	237.0
1089	698.0
1090	5140.0
1091	405.0
1092	79.0
1093	66.0
1094	409.0
1095	370.0
1096	372.0
1097	1279.0
1098	192.0
1099	116.0
1100	399.0
1101	293.0
1102	138.0
1103	91.0
1104	467.0
1105	472.0
1106	331.0
1107	242.0
1108	1880.0
1109	116.0
1110	234.0
1111	3125.0
1112	346.0
1113	198.0
1114	85.0
1115	136.0
1116	239.0
1117	57.0
1118	73.0
1119	211.0
1120	72.0
1121	15897.0
1122	312.0
1123	369.0
1124	284.0
1125	2965.0
1126	164.0
1127	126.0
1128	3098.0
1129	228.0
1130	313.0
1131	111.0
1132	2682.0
1133	94.0
1134	100.0
1135	165.0
1136	173.0
1137	923.0
1138	7595.0
1139	221.0
1140	19875.0
1141	3223.0
1142	282.0
1143	516.0
1144	471.0
1145	2398.0
1146	437.0
1147	520.0
1148	60.0
1149	1048.0
1150	134.0
1151	320.0
1152	344.0
1153	52.0
1154	586.0
1155	237.0
1156	180.0
1157	446.0
1158	13334.0
1159	100.0
1160	182.0
1161	960.0
1162	4379.0
1163	113.0
1164	12972.0
1165	318.0
1166	236.0
1167	437.0
1168	459.0
1169	246.0
1170	178.0
1171	342.0
1172	157.0
1173	197.0
1174	9484.0
1175	2493.0
1176	107.0
1177	1160.0
1178	115.0
1179	110.0
1180	94.0
1181	121.0
1182	82.0
1183	100.0
1184	336.0
1185	67.0
1186	63.0
1187	410.0
1188	183.0
1189	141.0
1190	978.0
1191	9162.0
1192	525.0
1193	678.0
1194	713.0
1195	753.0
1196	3323.0
1197	139.0
1198	778.0
1199	184.0
1200	171.0
1201	113.0
1202	10300.0
1203	336.0
1204	199.0
1205	195.0
1206	125.0
1207	298.0
1208	110.0
1209	135.0
1210	114.0
1211	77.0
1212	122.0
1213	372.0
1214	97.0
1215	2083.0
1216	75.0
1217	213.0
1218	297.0
1219	414.0
1220	17567.0
1221	132.0
1222	5080.0
1223	3191.0
1224	2382.0
1225	127.0
1226	419.0
1227	271.0
1228	515.0
1229	559.0
1230	146.0
1231	292.0
1232	457.0
1233	453.0
1234	758.0
1235	114.0
1236	543.0
1237	259.0
1238	489.0
1239	40.0
1240	303.0
1241	128.0
1242	159.0
1243	90.0
1244	309.0
1245	147.0
1246	143.0
1247	1313.0
1248	7255.0
1249	25413.0
1250	117.0
1251	971.0
1252	11869.0
1253	145.0
1254	14350.0
1255	819.0
1256	81.0
1257	71.0
1258	275.0
1259	1219.0
1260	91.0
1261	185.0
1262	131.0
1263	1966.0
1264	145.0
1265	1998.0
1266	77.0
1267	166.0
1268	62.0
1269	126.0
1270	67.0
1271	41.0
1272	276.0
1273	91.0
1274	134.0
1275	829.0
1276	334.0
1277	1102.0
1278	4703.0
1279	147.0
1280	415.0
1281	343.0
1282	111.0
1283	267.0
1284	85.0
1285	742.0
1286	175.0
1287	219.0
1288	1425.0
1289	713.0
1290	114.0
1291	73.0
1292	89.0
1293	1035.0
1294	420.0
1295	516.0
1296	2650.0
1297	616.0
1298	134.0
1299	73.0
1300	232.0
1301	1964.0
1302	158.0
1303	91.0
1304	258.0
1305	445.0
1306	2677.0
1307	5879.0
1308	877.0
1309	141.0
1310	8383.0
1311	1045.0
1312	743.0
1313	2943.0
1314	191.0
1315	247.0
1316	229.0
1317	77.0
1318	150.0
1319	324.0
1320	612.0
1321	76.0
1322	1141.0
1323	147.0
1324	504.0
1325	535.0
1326	2560.0
1327	257.0
1328	105.0
1329	295.0
1330	392.0
1331	53.0
1332	178.0
1333	292.0
1334	343.0
1335	95.0
1336	1212.0
1337	105.0
1338	205.0
1339	140.0
1340	91.0
1341	120.0
1342	1049.0
1343	106.0
1344	486.0
1345	298.0
1346	1000.0
1347	388.0
1348	283.0
1349	958.0
1350	1074.0
1351	102.0
1352	91.0
1353	140.0
1354	6891.0
1355	76.0
1356	188.0
1357	109.0
1358	17058.0
1359	223.0
1360	96.0
1361	307.0
1362	552.0
1363	227.0
1364	118.0
1365	94.0
1366	87.0
1367	383.0
1368	2478.0
1369	351.0
1370	105.0
1371	3349.0
1372	67.0
1373	350.0
1374	284.0
1375	406.0
1376	194.0
1377	68.0
1378	526.0
1379	123.0
1380	17958.0
1381	289.0
1382	277.0
1383	122.0
1384	122.0
1385	11376.0
1386	89.0
1387	255.0
1388	253.0
1389	74.0
1390	2154.0
1391	82.0
1392	14414.0
1393	91.0
1394	96.0
1395	469.0
1396	949.0
1397	4062.0
1398	4599.0
1399	108.0
1400	128.0
1401	69.0
1402	107.0
1403	231.0
1404	89.0
1405	1023.0
1406	80.0
1407	259.0
1408	233.0
1409	158.0
1410	106.0
1411	108.0
1412	86.0
1413	197.0
1414	402.0
1415	13541.0
1416	181.0
1417	1743.0
1418	442.0
1419	159.0
1420	2227.0
1421	10152.0
1422	14548.0
1423	129.0
1424	558.0
1425	428.0
1426	373.0
1427	180.0
1428	192.0
1429	492.0
1430	421.0
1431	451.0
1432	647.0
1433	1222.0
1434	737.0
1435	194.0
1436	140.0
1437	197.0
1438	215.0
1439	4506.0
1440	285.0
1441	113.0
1442	380.0
1443	518.0
1444	547.0
1445	233.0
1446	139.0
1447	883.0
1448	939.0
1449	174.0
1450	440.0
1451	222.0
1452	1848.0
1453	567.0
1454	116.0
1455	223.0
1456	106.0
1457	5020.0
1458	29.0
1459	146.0
1460	143.0
1461	107.0
1462	9.0
1463	317.0
1464	5145.0
1465	1209.0
1466	191.0
1467	140.0
1468	204.0
1469	50.0
1470	69.0
1471	424.0
1472	109.0
1473	145.0
1474	227.0
1475	230.0
1476	633.0
1477	372.0
1478	1752.0
1479	97.0
1480	6716.0
1481	451.0
1482	3569.0
1483	754.0
1484	188.0
1485	5305.0
1486	563.0
1487	306.0
1488	483.0
1489	4792.0
1490	104.0
1491	667.0
1492	219.0
1493	114.0
1494	228.0
1495	7958.0
1496	471.0
1497	51.0
1498	120.0
1499	317.0
1500	99.0
1501	701.0
1502	528.0
1503	63.0
1504	224.0
1505	515.0
1506	1055.0
1507	121.0
1508	290.0
1509	746.0
1510	5533.0
1511	76.0
1512	165.0
1513	48.0
1514	111.0
1515	5930.0
1516	247.0
1517	250.0
1518	302.0
1519	127.0
1520	64.0
1521	523.0
1522	280.0
1523	147.0
1524	381.0
1525	589.0
1526	229.0
1527	15943.0
1528	1174.0
1529	449.0
1530	962.0
1531	345.0
1532	15985.0
1533	262.0
1534	742.0
1535	148.0
1536	453.0
1537	15531.0
1538	190.0
1539	186.0
1540	843.0
1541	142.0
1542	938.0
1543	191.0
1544	98.0
1545	504.0
1546	197.0
1547	104.0
1548	204.0
1549	299.0
1550	169.0
1551	1159.0
1552	2996.0
1553	8425.0
1554	453.0
1555	1424.0
1556	223.0
1557	279.0
1558	84.0
1559	192.0
1560	1548.0
1561	85.0
1562	695.0
1563	398.0
1564	8523.0
1565	1772.0
1566	110.0
1567	327.0
1568	2546.0
1569	332.0
1570	156.0
1571	178.0
1572	335.0
1573	86.0
1574	195.0
1575	314.0
1576	902.0
1577	47.0
1578	115.0
1579	358.0
1580	642.0
1581	569.0
1582	85.0
1583	1164.0
1584	471.0
1585	472.0
1586	137.0
1587	1471.0
1588	119.0
1589	135.0
1590	3371.0
1591	165.0
1592	775.0
1593	2081.0
1594	166.0
1595	13269.0
1596	193.0
1597	148.0
1598	192.0
1599	400.0
1600	250.0
1601	214.0
1602	677.0
1603	71.0
1604	156.0
1605	3351.0
1606	206.0
1607	136.0
1608	775.0
1609	7695.0
1610	137.0
1611	472.0
1612	236.0
1613	991.0
1614	53.0
1615	190.0
1616	92.0
1617	3960.0
1618	199.0
1619	1460.0
1620	92.0
1621	263.0
1622	105.0
1623	912.0
1624	31.0
1625	3629.0
1626	194.0
1627	91.0
1628	111.0
1629	289.0
1630	119.0
1631	135.0
1632	86.0
1633	330.0
1634	1075.0
1635	928.0
1636	168.0
1637	100.0
1638	104.0
1639	621.0
1640	478.0
1641	68.0
1642	223.0
1643	1315.0
1644	516.0
1645	764.0
1646	83.0
1647	1847.0
1648	148.0
1649	111.0
1650	607.0
1651	826.0
1652	67.0
1653	101.0
1654	2525.0
1655	1556.0
1656	2146.0
1657	129.0
1658	173.0
1659	147.0
1660	3803.0
1661	1699.0
1662	633.0
1663	413.0
1664	168.0
1665	22153.0
1666	1494.0
1667	307.0
1668	203.0
1669	849.0
1670	386.0
1671	549.0
1672	235.0
1673	222.0
1674	71.0
1675	1888.0
1676	131.0
1677	138.0
1678	80.0
1679	181.0
1680	250.0
1681	489.0
1682	181.0
1683	118.0
1684	255.0
1685	320.0
1686	607.0
1687	70.0
1688	335.0
1689	115.0
1690	158.0
1691	79.0
1692	1450.0
1693	117.0
1694	1132.0
1695	467.0
1696	161.0
1697	136.0
1698	4295.0
1699	270.0
1700	83.0
1701	96.0
1702	77.0
1703	194.0
1704	1148.0
1705	990.0
1706	262.0
1707	91.0
1708	326.0
1709	1045.0
1710	162.0
1711	132.0
1712	61.0
1713	78.0
1714	815.0
1715	76.0
1716	1245.0
1717	406.0
1718	132.0
1719	983.0
1720	993.0
1721	160.0
1722	158.0
1723	207.0
1724	146.0
1725	159.0
1726	246.0
1727	73.0
1728	83.0
1729	45.0
1730	354.0
1731	712.0
1732	473.0
1733	18817.0
1734	420.0
1735	270.0
1736	208.0
1737	547.0
1738	55.0
1739	72.0
1740	97.0
1741	198.0
1742	55.0
1743	1173.0
1744	593.0
1745	2389.0
1746	640.0
1747	1581.0
1748	268.0
1749	692.0
1750	210.0
1751	87.0
1752	219.0
1753	364.0
1754	630.0
1755	989.0
1756	1139.0
1757	493.0
1758	14722.0
1759	351.0
1760	6970.0
1761	129.0
1762	129.0
1763	755.0
1764	470.0
1765	240.0
1766	1716.0
1767	439.0
1768	568.0
1769	653.0
1770	178.0
1771	2349.0
1772	1911.0
1773	39.0
1774	376.0
1775	3483.0
1776	242.0
1777	549.0
1778	10193.0
1779	205.0
1780	2288.0
1781	324.0
1782	503.0
1783	175.0
1784	609.0
1785	64.0
1786	436.0
1787	315.0
1788	7054.0
1789	308.0
1790	491.0
1791	423.0
1792	489.0
1793	87.0
1794	739.0
1795	320.0
1796	423.0
1797	77.0
1798	101.0
1799	390.0
1800	190.0
1801	100.0
1802	1200.0
1803	341.0
1804	39.0
1805	450.0
1806	382.0
1807	1269.0
1808	223.0
1809	152.0
1810	81.0
1811	1579.0
1812	98.0
1813	134.0
1814	457.0
1815	1601.0
1816	31.0
1817	519.0
1818	733.0
1819	176.0
1820	309.0
1821	492.0
1822	6556.0
1823	201.0
1824	95.0
1825	5658.0
1826	790.0
1827	123.0
1828	645.0
1829	898.0
1830	100.0
1831	501.0
1832	122.0
1833	99.0
1834	477.0
1835	83.0
1836	250.0
1837	61.0
1838	296.0
1839	225.0
1840	3380.0
1841	2103.0
1842	656.0
1843	284.0
1844	287.0
1845	1093.0
1846	120.0
1847	288.0
1848	316.0
1849	172.0
1850	126.0
1851	80.0
1852	216.0
1853	66.0
1854	355.0
1855	153.0
1856	3641.0
1857	165.0
1858	913.0
1859	91.0
1860	1078.0
1861	225.0
1862	192.0
1863	1599.0
1864	191.0
1865	4391.0
1866	6453.0
1867	523.0
1868	244.0
1869	449.0
1870	168.0
1871	464.0
1872	1033.0
1873	205.0
1874	1028.0
1875	307.0
1876	161.0
1877	486.0
1878	518.0
1879	58.0
1880	253.0
1881	176.0
1882	1702.0
1883	163.0
1884	63.0
1885	4510.0
1886	348.0
1887	214.0
1888	147.0
1889	229.0
1890	364.0
1891	509.0
1892	169.0
1893	271.0
1894	13617.0
1895	159.0
1896	130.0
1897	184.0
1898	1594.0
1899	2436.0
1900	265.0
1901	1933.0
1902	1098.0
1903	358.0
1904	1288.0
1905	74.0
1906	734.0
1907	349.0
1908	17274.0
1909	1631.0
1910	731.0
1911	227.0
1912	324.0
1913	937.0
1914	2029.0
1915	5719.0
1916	406.0
1917	625.0
1918	248.0
1919	121.0
1920	220.0
1921	413.0
1922	194.0
1923	293.0
1924	476.0
1925	167.0
1926	232.0
1927	145.0
1928	392.0
1929	302.0
1930	147.0
1931	459.0
1932	105.0
1933	156.0
1934	209.0
1935	162.0
1936	125.0
1937	336.0
1938	67.0
1939	2418.0
1940	1794.0
1941	787.0
1942	113.0
1943	8399.0
1944	1398.0
1945	313.0
1946	83.0
1947	666.0
1948	306.0
1949	195.0
1950	200.0
1951	283.0
1952	226.0
1953	136.0
1954	206.0
1955	148.0
1956	859.0
1957	461.0
1958	109.0
1959	876.0
1960	7896.0
1961	1759.0
1962	361.0
1963	881.0
1964	58.0
1965	9384.0
1966	431.0
1967	210.0
1968	277.0
1969	2073.0
1970	664.0
1971	221.0
1972	1539.0
1973	443.0
1974	109.0
1975	527.0
1976	546.0
1977	1171.0
1978	574.0
1979	20584.0
1980	221.0
1981	216.0
1982	109.0
1983	853.0
1984	673.0
1985	160.0
1986	381.0
1987	245.0
1988	283.0
1989	166.0
1990	2407.0
1991	151.0
1992	82.0
1993	596.0
1994	2837.0
1995	548.0
1996	112.0
1997	55.0
1998	1583.0
1999	219.0
2000	680.0
2001	396.0
2002	204.0
2003	16587.0
2004	8875.0
2005	1097.0
2006	320.0
2007	56.0
2008	95.0
2009	420.0
2010	94.0
2011	394.0
2012	139.0
2013	56.0
2014	231.0
2015	124.0
2016	118.0
2017	322.0
2018	126.0
2019	128.0
2020	381.0
2021	234.0
2022	162.0
2023	311.0
2024	1533.0
2025	150.0
2026	112.0
2027	348.0
2028	238.0
2029	2081.0
2030	433.0
2031	123.0
2032	821.0
2033	297.0
2034	97.0
2035	425.0
2036	967.0
2037	877.0
2038	130.0
2039	600.0
2040	484.0
2041	984.0
2042	252.0
2043	181.0
2044	900.0
2045	264.0
2046	306.0
2047	347.0
2048	69.0
2049	167.0
2050	1346.0
2051	97.0
2052	15477.0
2053	121.0
2054	137.0
2055	696.0
2056	222.0
2057	64.0
2058	439.0
2059	154.0
2060	345.0
2061	194.0
2062	1672.0
2063	493.0
2064	2035.0
2065	498.0
2066	907.0
2067	1673.0
2068	172.0
2069	852.0
2070	135.0
2071	284.0
2072	580.0
2073	19022.0
2074	1288.0
2075	1107.0
2076	344.0
2077	90.0
2078	453.0
2079	2209.0
2080	76.0
2081	45.0
