	0
2082	804.0
2083	850.0
2084	174.0
2085	110.0
2086	122.0
2087	15201.0
2088	20052.0
2089	872.0
2090	1561.0
2091	66.0
2092	18505.0
2093	803.0
2094	115.0
2095	559.0
2096	128.0
2097	404.0
2098	2531.0
2099	398.0
2100	296.0
2101	200.0
2102	61.0
2103	601.0
2104	938.0
2105	530.0
2106	591.0
2107	483.0
2108	139.0
2109	2035.0
2110	244.0
2111	455.0
2112	210.0
2113	1706.0
2114	111.0
2115	123.0
2116	1794.0
2117	347.0
2118	56.0
2119	130.0
2120	14430.0
2121	99.0
2122	1377.0
2123	257.0
2124	491.0
2125	967.0
2126	159.0
2127	100.0
2128	239.0
2129	1165.0
2130	72.0
2131	61.0
2132	75.0
2133	232.0
2134	125.0
2135	348.0
2136	4352.0
2137	659.0
2138	142.0
2139	67.0
2140	109.0
2141	19773.0
2142	737.0
2143	172.0
2144	618.0
2145	177.0
2146	495.0
2147	6451.0
2148	2910.0
2149	581.0
2150	163.0
2151	559.0
2152	221.0
2153	128.0
2154	69.0
2155	113.0
2156	207.0
2157	173.0
2158	163.0
2159	68.0
2160	12814.0
2161	209.0
2162	965.0
2163	81.0
2164	525.0
2165	196.0
2166	3960.0
2167	415.0
2168	986.0
2169	255.0
2170	100.0
2171	143.0
2172	149.0
2173	377.0
2174	262.0
2175	542.0
2176	68.0
2177	181.0
2178	68.0
2179	426.0
2180	1105.0
2181	303.0
2182	79.0
2183	80.0
2184	131.0
2185	281.0
2186	321.0
2187	823.0
2188	236.0
2189	71.0
2190	847.0
2191	2281.0
2192	120.0
2193	189.0
2194	66.0
2195	184.0
2196	231.0
2197	171.0
2198	108.0
2199	499.0
2200	966.0
2201	602.0
2202	119.0
2203	460.0
2204	113.0
2205	108.0
2206	409.0
2207	1853.0
2208	272.0
2209	21200.0
2210	63.0
2211	208.0
2212	628.0
2213	454.0
2214	1895.0
2215	408.0
2216	113.0
2217	13706.0
2218	62.0
2219	89.0
2220	1702.0
2221	101.0
2222	290.0
2223	2028.0
2224	902.0
2225	283.0
2226	733.0
2227	162.0
2228	246.0
2229	141.0
2230	1031.0
2231	135.0
2232	302.0
2233	536.0
2234	398.0
2235	1328.0
2236	154.0
2237	198.0
2238	1229.0
2239	837.0
2240	111.0
2241	146.0
2242	219.0
2243	89.0
2244	563.0
2245	116.0
2246	115.0
2247	114.0
2248	416.0
2249	385.0
2250	224.0
2251	145.0
2252	6333.0
2253	18644.0
2254	244.0
2255	508.0
2256	786.0
2257	131.0
2258	681.0
2259	4045.0
2260	1112.0
2261	560.0
2262	156.0
2263	141.0
2264	269.0
2265	1086.0
2266	128.0
2267	14509.0
2268	1158.0
2269	65.0
2270	333.0
2271	219.0
2272	3368.0
2273	881.0
2274	231.0
2275	97.0
2276	1317.0
2277	339.0
2278	1697.0
2279	135.0
2280	172.0
2281	414.0
2282	226.0
2283	131.0
2284	80.0
2285	1072.0
2286	8111.0
2287	8874.0
2288	181.0
2289	1615.0
2290	1005.0
2291	660.0
2292	127.0
2293	263.0
2294	83.0
2295	8043.0
2296	429.0
2297	63.0
2298	7744.0
2299	149.0
2300	338.0
2301	228.0
2302	200.0
2303	184.0
2304	33.0
2305	636.0
2306	125.0
2307	179.0
2308	188.0
2309	355.0
2310	417.0
2311	548.0
2312	775.0
2313	138.0
2314	146.0
2315	97.0
2316	74.0
2317	156.0
2318	6719.0
2319	160.0
2320	53.0
2321	347.0
2322	99.0
2323	360.0
2324	899.0
2325	632.0
2326	130.0
2327	246.0
2328	66.0
2329	82.0
2330	2384.0
2331	853.0
2332	999.0
2333	677.0
2334	510.0
2335	318.0
2336	965.0
2337	113.0
2338	162.0
2339	340.0
2340	1114.0
2341	1575.0
2342	382.0
2343	1873.0
2344	937.0
2345	75.0
2346	662.0
2347	275.0
2348	2664.0
2349	768.0
2350	8861.0
2351	1932.0
2352	132.0
2353	405.0
2354	111.0
2355	185.0
2356	2811.0
2357	2235.0
2358	394.0
2359	722.0
2360	219.0
2361	125.0
2362	148.0
2363	3118.0
2364	4165.0
2365	307.0
2366	1882.0
2367	388.0
2368	362.0
2369	142.0
2370	129.0
2371	117.0
2372	47.0
2373	64.0
2374	835.0
2375	692.0
2376	474.0
2377	652.0
2378	185.0
2379	141.0
2380	104.0
2381	116.0
2382	257.0
2383	950.0
2384	3610.0
2385	3063.0
2386	3395.0
2387	6190.0
2388	202.0
2389	78.0
2390	315.0
2391	198.0
2392	435.0
2393	339.0
2394	56.0
2395	834.0
2396	98.0
2397	128.0
2398	709.0
2399	210.0
2400	350.0
2401	937.0
2402	103.0
2403	91.0
2404	108.0
2405	44.0
2406	52.0
2407	518.0
2408	451.0
2409	243.0
2410	684.0
2411	208.0
2412	405.0
2413	376.0
2414	135.0
2415	1237.0
2416	1090.0
2417	914.0
2418	1265.0
2419	433.0
2420	717.0
2421	244.0
2422	3750.0
2423	517.0
2424	18432.0
2425	453.0
2426	230.0
2427	581.0
2428	5490.0
2429	7729.0
2430	1759.0
2431	252.0
2432	166.0
2433	161.0
2434	2061.0
2435	258.0
2436	284.0
2437	54.0
2438	5138.0
2439	102.0
2440	173.0
2441	731.0
2442	562.0
2443	1498.0
2444	595.0
2445	302.0
2446	324.0
2447	143.0
2448	209.0
2449	68.0
2450	516.0
2451	241.0
2452	307.0
2453	213.0
2454	337.0
2455	124.0
2456	258.0
2457	1737.0
2458	214.0
2459	134.0
2460	447.0
2461	73.0
2462	590.0
2463	6679.0
2464	1967.0
2465	897.0
2466	154.0
2467	177.0
2468	112.0
2469	84.0
2470	57.0
2471	1594.0
2472	80.0
2473	64.0
2474	565.0
2475	272.0
2476	221.0
2477	117.0
2478	92.0
2479	130.0
2480	490.0
2481	137.0
2482	1244.0
2483	868.0
2484	407.0
2485	113.0
2486	485.0
2487	99.0
2488	287.0
2489	1285.0
2490	337.0
2491	216.0
2492	344.0
2493	130.0
2494	537.0
2495	143.0
2496	644.0
2497	51.0
2498	175.0
2499	87.0
2500	13563.0
2501	453.0
2502	132.0
2503	523.0
2504	5806.0
2505	805.0
2506	127.0
2507	1171.0
2508	508.0
2509	152.0
2510	158.0
2511	66.0
2512	69.0
2513	573.0
2514	155.0
2515	301.0
2516	16657.0
2517	325.0
2518	230.0
2519	108.0
2520	1137.0
2521	333.0
2522	19549.0
2523	129.0
2524	127.0
2525	250.0
2526	118.0
2527	158.0
2528	227.0
2529	3435.0
2530	136.0
2531	115.0
2532	92.0
2533	4950.0
2534	50.0
2535	402.0
2536	12075.0
2537	558.0
2538	209.0
2539	18847.0
2540	169.0
2541	751.0
2542	107.0
2543	211.0
2544	410.0
2545	743.0
2546	107.0
2547	2233.0
2548	244.0
2549	116.0
2550	698.0
2551	127.0
2552	122.0
2553	387.0
2554	702.0
2555	332.0
2556	636.0
2557	1023.0
2558	60.0
2559	321.0
2560	242.0
2561	631.0
2562	96.0
2563	57.0
2564	271.0
2565	169.0
2566	106.0
2567	1017.0
2568	13086.0
2569	638.0
2570	462.0
2571	336.0
2572	97.0
2573	777.0
2574	160.0
2575	318.0
2576	1963.0
2577	157.0
2578	260.0
2579	284.0
2580	434.0
2581	8847.0
2582	589.0
2583	1068.0
2584	258.0
2585	89.0
2586	446.0
2587	1792.0
2588	309.0
2589	303.0
2590	1648.0
2591	480.0
2592	275.0
2593	754.0
2594	598.0
2595	208.0
2596	720.0
2597	312.0
2598	56.0
2599	1691.0
2600	84.0
2601	138.0
2602	121.0
2603	239.0
2604	1310.0
2605	532.0
2606	65.0
2607	45.0
2608	61.0
2609	787.0
2610	428.0
2611	474.0
2612	137.0
2613	84.0
2614	168.0
2615	85.0
2616	171.0
2617	447.0
2618	534.0
2619	157.0
2620	1380.0
2621	119.0
2622	114.0
2623	144.0
2624	171.0
2625	448.0
2626	114.0
2627	151.0
2628	242.0
2629	18468.0
2630	602.0
2631	67.0
2632	382.0
2633	343.0
2634	434.0
2635	40.0
2636	560.0
2637	934.0
2638	1440.0
2639	175.0
2640	308.0
2641	46.0
2642	281.0
2643	160.0
2644	236.0
2645	391.0
2646	375.0
2647	230.0
2648	121.0
2649	134.0
2650	958.0
2651	1041.0
2652	96.0
2653	59.0
2654	94.0
2655	8274.0
2656	333.0
2657	141.0
2658	256.0
2659	311.0
2660	16040.0
2661	275.0
2662	274.0
2663	155.0
2664	226.0
2665	450.0
2666	8754.0
2667	500.0
2668	710.0
2669	73.0
2670	152.0
2671	63.0
2672	116.0
2673	1094.0
2674	148.0
2675	825.0
2676	224.0
2677	149.0
2678	1521.0
2679	1169.0
2680	133.0
2681	393.0
2682	446.0
2683	198.0
2684	192.0
2685	8.0
2686	252.0
2687	242.0
2688	673.0
2689	169.0
2690	291.0
2691	171.0
2692	332.0
2693	83.0
2694	321.0
2695	757.0
2696	1069.0
2697	419.0
2698	159.0
2699	1284.0
2700	140.0
2701	2004.0
2702	914.0
2703	555.0
2704	88.0
2705	393.0
2706	278.0
2707	233.0
2708	438.0
2709	382.0
2710	12500.0
2711	52.0
2712	92.0
2713	75.0
2714	828.0
2715	1569.0
2716	860.0
2717	196.0
2718	395.0
2719	776.0
2720	247.0
2721	136.0
2722	376.0
2723	126.0
2724	1960.0
2725	1320.0
2726	86.0
2727	448.0
2728	2467.0
2729	78.0
2730	179.0
2731	463.0
2732	76.0
2733	381.0
2734	162.0
2735	247.0
2736	6945.0
2737	203.0
2738	372.0
2739	10555.0
2740	207.0
2741	1600.0
2742	824.0
2743	215.0
2744	221.0
2745	147.0
2746	542.0
2747	123.0
2748	301.0
2749	81.0
2750	192.0
2751	547.0
2752	493.0
2753	77.0
2754	670.0
2755	662.0
2756	282.0
2757	178.0
2758	113.0
2759	613.0
2760	3544.0
2761	121.0
2762	153.0
2763	2629.0
2764	338.0
2765	174.0
2766	169.0
2767	467.0
2768	721.0
2769	544.0
2770	88.0
2771	239.0
2772	32.0
2773	397.0
2774	157.0
2775	122.0
2776	107.0
2777	1635.0
2778	4142.0
2779	218.0
2780	1664.0
2781	633.0
2782	371.0
2783	3956.0
2784	371.0
2785	506.0
2786	109.0
2787	293.0
2788	62.0
2789	5321.0
2790	834.0
2791	1994.0
2792	299.0
2793	3652.0
2794	777.0
2795	396.0
2796	2169.0
2797	1072.0
2798	1687.0
2799	615.0
2800	2268.0
2801	432.0
2802	10062.0
2803	83.0
2804	321.0
2805	140.0
2806	20306.0
2807	169.0
2808	98.0
2809	831.0
2810	2207.0
2811	246.0
2812	120.0
2813	719.0
2814	151.0
2815	346.0
2816	1851.0
2817	732.0
2818	122.0
2819	307.0
2820	897.0
2821	143.0
2822	214.0
2823	289.0
2824	104.0
2825	122.0
2826	253.0
2827	1738.0
2828	183.0
2829	1769.0
2830	158.0
2831	193.0
2832	158.0
2833	529.0
2834	1316.0
2835	77.0
2836	67.0
2837	121.0
2838	66.0
2839	1534.0
2840	2429.0
2841	265.0
2842	100.0
2843	2397.0
2844	411.0
2845	923.0
2846	242.0
2847	190.0
2848	222.0
2849	663.0
2850	257.0
2851	71.0
2852	1123.0
2853	960.0
2854	499.0
2855	313.0
2856	347.0
2857	101.0
2858	215.0
2859	1481.0
2860	8598.0
2861	129.0
2862	139.0
2863	6741.0
2864	111.0
2865	542.0
2866	961.0
2867	3384.0
2868	78.0
2869	137.0
2870	4819.0
2871	82.0
2872	293.0
2873	242.0
2874	699.0
2875	900.0
2876	145.0
2877	4471.0
2878	2963.0
2879	467.0
2880	1583.0
2881	229.0
2882	74.0
2883	57.0
2884	3035.0
2885	265.0
2886	1257.0
2887	188.0
2888	100.0
2889	93.0
2890	97.0
2891	170.0
2892	316.0
2893	66.0
2894	112.0
2895	199.0
2896	109.0
2897	253.0
2898	147.0
2899	285.0
2900	656.0
2901	2364.0
2902	42.0
2903	68.0
2904	13299.0
2905	1453.0
2906	2897.0
2907	255.0
2908	124.0
2909	91.0
2910	85.0
2911	244.0
2912	234.0
2913	272.0
2914	77.0
2915	222.0
2916	185.0
2917	148.0
2918	130.0
2919	2806.0
2920	396.0
2921	2425.0
2922	934.0
2923	2799.0
2924	3931.0
2925	1726.0
2926	120.0
2927	272.0
2928	1909.0
2929	614.0
2930	417.0
2931	126.0
2932	242.0
2933	757.0
2934	371.0
2935	1044.0
2936	150.0
2937	78.0
2938	3294.0
2939	317.0
2940	231.0
2941	295.0
2942	172.0
2943	105.0
2944	448.0
2945	471.0
2946	268.0
2947	610.0
2948	70.0
2949	97.0
2950	21544.0
2951	828.0
2952	101.0
2953	1193.0
2954	365.0
2955	21463.0
2956	502.0
2957	187.0
2958	205.0
2959	16961.0
2960	61.0
2961	161.0
2962	1494.0
2963	239.0
2964	327.0
2965	1078.0
2966	30.0
2967	10350.0
2968	160.0
2969	105.0
2970	313.0
2971	11402.0
2972	61.0
2973	60.0
2974	809.0
2975	583.0
2976	403.0
2977	135.0
2978	318.0
2979	321.0
2980	126.0
2981	10587.0
2982	464.0
2983	149.0
2984	819.0
2985	115.0
2986	182.0
2987	153.0
2988	115.0
2989	230.0
2990	261.0
2991	72.0
2992	102.0
2993	121.0
2994	1874.0
2995	980.0
2996	20941.0
2997	206.0
2998	72.0
2999	22196.0
3000	143.0
3001	158.0
3002	106.0
3003	115.0
3004	13091.0
3005	1380.0
3006	682.0
3007	1751.0
3008	143.0
3009	362.0
3010	126.0
3011	4202.0
3012	734.0
3013	162.0
3014	3847.0
3015	131.0
3016	281.0
3017	183.0
3018	2715.0
3019	1466.0
3020	275.0
3021	473.0
3022	546.0
3023	73.0
3024	443.0
3025	5214.0
3026	63.0
3027	53.0
3028	287.0
3029	183.0
3030	302.0
3031	356.0
3032	98.0
3033	1842.0
3034	490.0
3035	785.0
3036	343.0
3037	123.0
3038	298.0
3039	229.0
3040	107.0
3041	3634.0
3042	1669.0
3043	773.0
3044	288.0
3045	236.0
3046	137.0
3047	203.0
3048	137.0
3049	523.0
3050	527.0
3051	125.0
3052	846.0
3053	471.0
3054	129.0
3055	176.0
3056	9178.0
3057	257.0
3058	2013.0
3059	394.0
3060	473.0
3061	123.0
3062	162.0
3063	510.0
3064	251.0
3065	670.0
3066	88.0
3067	472.0
3068	1481.0
3069	171.0
3070	75.0
3071	191.0
3072	3016.0
3073	138.0
3074	9348.0
3075	65.0
3076	133.0
3077	155.0
3078	548.0
3079	652.0
3080	1340.0
3081	95.0
3082	476.0
3083	242.0
3084	123.0
3085	566.0
3086	1126.0
3087	375.0
3088	419.0
3089	67.0
3090	1266.0
3091	125.0
3092	7852.0
3093	105.0
3094	770.0
3095	276.0
3096	243.0
3097	166.0
3098	147.0
3099	553.0
3100	149.0
3101	215.0
3102	309.0
3103	151.0
3104	146.0
3105	533.0
3106	461.0
3107	58.0
3108	780.0
3109	8126.0
3110	155.0
3111	1137.0
3112	428.0
3113	127.0
3114	4216.0
3115	307.0
3116	158.0
3117	230.0
3118	423.0
3119	85.0
3120	203.0
3121	1347.0
3122	449.0
3123	16519.0
3124	1009.0
3125	112.0
3126	544.0
3127	325.0
3128	167.0
3129	2293.0
3130	319.0
3131	918.0
3132	140.0
3133	4589.0
3134	227.0
3135	278.0
3136	202.0
3137	718.0
3138	64.0
3139	437.0
3140	286.0
3141	216.0
3142	168.0
3143	681.0
3144	1917.0
3145	301.0
3146	128.0
3147	20863.0
3148	92.0
3149	80.0
3150	274.0
3151	187.0
3152	45.0
3153	11803.0
3154	221.0
3155	21121.0
3156	74.0
3157	237.0
3158	56.0
3159	90.0
3160	266.0
3161	122.0
3162	125.0
3163	408.0
3164	5589.0
3165	450.0
3166	248.0
3167	93.0
3168	560.0
3169	325.0
3170	831.0
3171	126.0
3172	109.0
3173	468.0
3174	88.0
3175	796.0
3176	885.0
3177	463.0
3178	285.0
3179	134.0
3180	1497.0
3181	81.0
3182	162.0
3183	140.0
3184	368.0
3185	64.0
3186	184.0
3187	769.0
3188	193.0
3189	1467.0
3190	274.0
3191	335.0
3192	900.0
3193	8585.0
3194	188.0
3195	4150.0
3196	364.0
3197	13148.0
3198	946.0
3199	254.0
3200	341.0
3201	377.0
3202	176.0
3203	86.0
3204	229.0
3205	116.0
3206	327.0
3207	727.0
3208	872.0
3209	8006.0
3210	159.0
3211	1677.0
3212	359.0
3213	131.0
3214	93.0
3215	122.0
3216	345.0
3217	4437.0
3218	99.0
3219	999.0
3220	306.0
3221	527.0
3222	198.0
3223	1126.0
3224	183.0
3225	154.0
3226	963.0
3227	218.0
3228	1861.0
3229	315.0
3230	147.0
3231	132.0
3232	653.0
3233	356.0
3234	160.0
3235	111.0
3236	617.0
3237	5302.0
3238	172.0
3239	298.0
3240	96.0
3241	59.0
3242	8994.0
3243	531.0
3244	151.0
3245	3331.0
3246	114.0
3247	670.0
3248	357.0
3249	3152.0
3250	89.0
3251	119.0
3252	1566.0
3253	106.0
3254	127.0
3255	1290.0
3256	4344.0
3257	139.0
3258	68.0
3259	168.0
3260	228.0
3261	582.0
3262	127.0
3263	352.0
3264	54.0
3265	456.0
3266	965.0
3267	2691.0
3268	219.0
3269	783.0
3270	106.0
3271	329.0
3272	60.0
3273	168.0
3274	22107.0
3275	706.0
3276	414.0
3277	83.0
3278	101.0
3279	336.0
3280	132.0
3281	12437.0
3282	777.0
3283	108.0
3284	53.0
3285	304.0
3286	434.0
3287	12507.0
3288	48.0
3289	3340.0
3290	3555.0
3291	182.0
3292	168.0
3293	1421.0
3294	206.0
3295	656.0
3296	82.0
3297	763.0
3298	3506.0
3299	589.0
3300	195.0
3301	5259.0
3302	162.0
3303	336.0
3304	284.0
3305	105.0
3306	950.0
3307	135.0
3308	914.0
3309	4815.0
3310	221.0
3311	592.0
3312	302.0
3313	372.0
3314	6748.0
3315	200.0
3316	179.0
3317	271.0
3318	268.0
3319	115.0
3320	913.0
3321	5912.0
3322	2860.0
3323	477.0
3324	346.0
3325	175.0
3326	812.0
3327	301.0
3328	178.0
3329	125.0
3330	154.0
3331	1379.0
3332	157.0
3333	40.0
3334	1917.0
3335	297.0
3336	130.0
3337	440.0
3338	576.0
3339	269.0
3340	1135.0
3341	487.0
3342	79.0
3343	65.0
3344	199.0
3345	340.0
3346	825.0
3347	1711.0
3348	108.0
3349	430.0
3350	245.0
3351	156.0
3352	72.0
3353	1172.0
3354	1243.0
3355	286.0
3356	94.0
3357	831.0
3358	615.0
3359	94.0
3360	3228.0
3361	75.0
3362	204.0
3363	810.0
3364	45.0
3365	127.0
3366	1044.0
3367	155.0
3368	10492.0
3369	1205.0
3370	249.0
3371	88.0
3372	844.0
3373	174.0
3374	281.0
3375	100.0
3376	56.0
3377	352.0
3378	38.0
3379	94.0
3380	106.0
3381	382.0
3382	573.0
3383	95.0
3384	53.0
3385	79.0
3386	438.0
3387	420.0
3388	366.0
3389	804.0
3390	133.0
3391	367.0
3392	264.0
3393	730.0
3394	108.0
3395	90.0
3396	2609.0
3397	124.0
3398	120.0
3399	161.0
3400	104.0
3401	212.0
3402	404.0
3403	1132.0
3404	174.0
3405	661.0
3406	425.0
3407	436.0
3408	156.0
3409	98.0
3410	6790.0
3411	139.0
3412	1262.0
3413	7443.0
3414	220.0
3415	428.0
3416	121.0
3417	311.0
3418	89.0
3419	308.0
3420	625.0
3421	152.0
3422	69.0
3423	4109.0
3424	1062.0
3425	115.0
3426	61.0
3427	57.0
3428	3197.0
3429	504.0
3430	750.0
3431	555.0
3432	692.0
3433	438.0
3434	266.0
3435	1012.0
3436	1078.0
3437	346.0
3438	101.0
3439	272.0
3440	194.0
3441	390.0
3442	3508.0
3443	188.0
3444	137.0
3445	70.0
3446	156.0
3447	1052.0
3448	90.0
3449	428.0
3450	152.0
3451	1015.0
3452	153.0
3453	155.0
3454	20880.0
3455	27.0
3456	1479.0
3457	147.0
3458	270.0
3459	100.0
3460	3736.0
3461	797.0
3462	2907.0
3463	250.0
3464	368.0
3465	195.0
3466	311.0
3467	144.0
3468	287.0
3469	1141.0
3470	415.0
3471	406.0
3472	707.0
3473	210.0
3474	19988.0
3475	442.0
3476	1820.0
3477	152.0
3478	662.0
3479	269.0
3480	122.0
3481	101.0
3482	142.0
3483	534.0
3484	129.0
3485	431.0
3486	2482.0
3487	1084.0
3488	494.0
3489	576.0
3490	1723.0
3491	472.0
3492	123.0
3493	3376.0
3494	305.0
3495	6773.0
3496	147.0
3497	102.0
3498	311.0
3499	60.0
3500	166.0
3501	391.0
3502	179.0
3503	269.0
3504	706.0
3505	281.0
3506	775.0
3507	443.0
3508	143.0
3509	473.0
3510	1203.0
3511	199.0
3512	144.0
3513	224.0
3514	344.0
3515	462.0
3516	176.0
3517	540.0
3518	94.0
3519	18189.0
3520	2124.0
3521	199.0
3522	148.0
3523	883.0
3524	1032.0
3525	432.0
3526	203.0
3527	1013.0
3528	323.0
3529	146.0
3530	392.0
3531	126.0
3532	58.0
3533	75.0
3534	291.0
3535	260.0
3536	7703.0
3537	305.0
3538	202.0
3539	167.0
3540	152.0
3541	294.0
3542	141.0
3543	447.0
3544	1134.0
3545	300.0
3546	321.0
3547	153.0
3548	678.0
3549	151.0
3550	632.0
3551	582.0
3552	97.0
3553	903.0
3554	551.0
3555	663.0
3556	3043.0
3557	1374.0
3558	77.0
3559	308.0
3560	129.0
3561	249.0
3562	550.0
3563	949.0
3564	96.0
3565	220.0
3566	136.0
3567	135.0
3568	286.0
3569	296.0
3570	296.0
3571	45.0
3572	400.0
3573	1354.0
3574	1180.0
3575	226.0
3576	374.0
3577	44.0
3578	209.0
3579	156.0
3580	119.0
3581	133.0
3582	539.0
3583	167.0
3584	627.0
3585	923.0
3586	340.0
3587	772.0
3588	348.0
3589	105.0
3590	63.0
3591	162.0
3592	3664.0
3593	650.0
3594	72.0
3595	702.0
3596	79.0
3597	136.0
3598	148.0
3599	793.0
3600	122.0
3601	5245.0
3602	425.0
3603	338.0
3604	137.0
3605	88.0
3606	87.0
3607	157.0
3608	120.0
3609	178.0
3610	14155.0
3611	82.0
3612	1648.0
3613	113.0
3614	707.0
3615	84.0
3616	457.0
3617	62.0
3618	4647.0
3619	603.0
3620	17885.0
3621	231.0
3622	186.0
3623	169.0
3624	267.0
3625	152.0
3626	341.0
3627	1220.0
3628	942.0
3629	840.0
3630	1893.0
3631	175.0
3632	2015.0
3633	369.0
3634	1418.0
3635	387.0
3636	2945.0
3637	104.0
3638	132.0
3639	41.0
3640	157.0
3641	1128.0
3642	295.0
3643	963.0
3644	174.0
3645	380.0
3646	173.0
3647	191.0
3648	115.0
3649	413.0
3650	4335.0
3651	171.0
3652	223.0
3653	793.0
3654	262.0
3655	598.0
3656	870.0
3657	2219.0
3658	3263.0
3659	113.0
3660	118.0
3661	89.0
3662	323.0
3663	475.0
3664	281.0
3665	128.0
3666	408.0
3667	1059.0
3668	110.0
3669	750.0
3670	775.0
3671	93.0
3672	65.0
3673	260.0
3674	111.0
3675	163.0
3676	4076.0
3677	178.0
3678	101.0
3679	139.0
3680	152.0
3681	2043.0
3682	382.0
3683	213.0
3684	297.0
3685	141.0
3686	582.0
3687	51.0
3688	10241.0
3689	258.0
3690	92.0
3691	2179.0
3692	241.0
3693	1420.0
3694	75.0
3695	1357.0
3696	119.0
3697	130.0
3698	329.0
3699	47.0
3700	351.0
3701	272.0
3702	80.0
3703	315.0
3704	129.0
3705	21713.0
3706	58.0
3707	565.0
3708	939.0
3709	118.0
3710	164.0
3711	501.0
3712	744.0
3713	97.0
3714	120.0
3715	138.0
3716	965.0
3717	515.0
3718	63.0
3719	17394.0
3720	409.0
3721	412.0
3722	723.0
3723	291.0
3724	1089.0
3725	1429.0
3726	341.0
3727	57.0
3728	50.0
3729	115.0
3730	1484.0
3731	103.0
3732	63.0
3733	171.0
3734	390.0
3735	288.0
3736	224.0
3737	620.0
3738	193.0
3739	96.0
3740	623.0
3741	329.0
3742	230.0
3743	68.0
3744	115.0
3745	309.0
3746	383.0
3747	767.0
3748	516.0
3749	296.0
3750	5254.0
3751	975.0
3752	132.0
3753	206.0
3754	474.0
3755	445.0
3756	4053.0
3757	746.0
3758	168.0
3759	684.0
3760	173.0
3761	259.0
3762	763.0
3763	642.0
3764	96.0
3765	129.0
3766	326.0
3767	1189.0
3768	247.0
3769	96.0
3770	744.0
3771	105.0
3772	67.0
3773	16235.0
3774	54.0
3775	339.0
3776	730.0
3777	607.0
3778	510.0
3779	84.0
3780	152.0
3781	252.0
3782	227.0
3783	132.0
3784	317.0
3785	1024.0
3786	785.0
3787	368.0
3788	540.0
3789	147.0
3790	2684.0
3791	172.0
3792	122.0
3793	102.0
3794	328.0
3795	207.0
3796	146.0
3797	1018.0
3798	174.0
3799	944.0
3800	185.0
3801	140.0
3802	1615.0
3803	494.0
3804	142.0
3805	1571.0
3806	310.0
3807	12853.0
3808	71.0
3809	52.0
3810	169.0
3811	269.0
3812	656.0
3813	443.0
3814	69.0
3815	3752.0
3816	1273.0
3817	479.0
3818	1495.0
3819	93.0
3820	759.0
3821	359.0
3822	154.0
3823	107.0
3824	902.0
3825	92.0
3826	177.0
3827	115.0
3828	140.0
3829	1028.0
3830	264.0
3831	214.0
3832	170.0
3833	478.0
3834	86.0
3835	77.0
3836	61.0
3837	242.0
3838	736.0
3839	215.0
3840	138.0
3841	204.0
3842	64.0
3843	80.0
3844	12711.0
3845	16839.0
3846	527.0
3847	310.0
3848	153.0
3849	11737.0
3850	86.0
3851	287.0
3852	104.0
3853	93.0
3854	69.0
3855	438.0
3856	497.0
3857	559.0
3858	625.0
3859	218.0
3860	222.0
3861	225.0
3862	764.0
3863	2891.0
3864	290.0
3865	222.0
3866	143.0
3867	695.0
3868	122.0
3869	72.0
3870	3604.0
3871	10280.0
3872	333.0
3873	226.0
3874	589.0
3875	1508.0
3876	331.0
3877	818.0
3878	1396.0
3879	143.0
3880	103.0
3881	519.0
3882	98.0
3883	349.0
3884	950.0
3885	180.0
3886	764.0
3887	323.0
3888	57.0
3889	103.0
3890	124.0
3891	259.0
3892	457.0
3893	308.0
3894	116.0
3895	135.0
3896	116.0
3897	105.0
3898	177.0
3899	144.0
3900	2111.0
3901	240.0
3902	154.0
3903	1169.0
3904	148.0
3905	204.0
3906	191.0
3907	133.0
3908	138.0
3909	97.0
3910	912.0
3911	234.0
3912	336.0
3913	128.0
3914	611.0
3915	334.0
3916	668.0
3917	135.0
3918	193.0
3919	444.0
3920	89.0
3921	61.0
3922	346.0
3923	106.0
3924	105.0
3925	339.0
3926	517.0
3927	214.0
3928	113.0
3929	157.0
3930	268.0
3931	457.0
3932	116.0
3933	213.0
3934	106.0
3935	83.0
3936	2760.0
3937	215.0
3938	21147.0
3939	911.0
3940	64.0
3941	266.0
3942	196.0
3943	175.0
3944	373.0
3945	2943.0
3946	354.0
3947	878.0
3948	328.0
3949	211.0
3950	248.0
3951	393.0
3952	114.0
3953	437.0
3954	728.0
3955	302.0
3956	162.0
3957	351.0
3958	503.0
3959	87.0
3960	281.0
3961	71.0
3962	84.0
3963	286.0
3964	106.0
3965	347.0
3966	662.0
3967	571.0
3968	6086.0
3969	183.0
3970	1935.0
3971	90.0
3972	2704.0
3973	633.0
3974	217.0
3975	639.0
3976	485.0
3977	92.0
3978	68.0
3979	426.0
3980	151.0
3981	102.0
3982	334.0
3983	165.0
3984	184.0
3985	1289.0
3986	617.0
3987	1121.0
3988	85.0
3989	1253.0
3990	3051.0
3991	26947.0
3992	232.0
3993	235.0
3994	99.0
3995	366.0
3996	108.0
3997	227.0
3998	129.0
3999	1234.0
4000	91.0
4001	1116.0
4002	312.0
4003	177.0
4004	228.0
4005	60.0
4006	941.0
4007	239.0
4008	908.0
4009	516.0
4010	168.0
4011	89.0
4012	82.0
4013	151.0
4014	70.0
4015	277.0
4016	1178.0
4017	1985.0
4018	221.0
4019	533.0
4020	156.0
4021	195.0
4022	1279.0
4023	984.0
4024	267.0
4025	909.0
4026	89.0
4027	1637.0
4028	1050.0
4029	2463.0
